fragment	extracted_org	status
AB 3133 affirms and codifies the long tradition of California supporting refugees as part of the United		none_parsed
AB 3271 allows a minor to disaffirm any waiver of legal right, remedy, or forum in an educational enrollment agreement for		none_parsed
AB 347 will help ensure the required		none_parsed
AB 377 would also establish a much-needed technical assistance capacity		none_parsed
AB 379 establishes a Survivor		none_parsed
"AB 384 attempts to address this concern by including ""rebuttable"		none_parsed
AB 399 will advance blue carbon research by mandating data collection and monitoring of these demonstration projects and will		none_parsed
AB 443 advances this effort and		none_parsed
"AB 456 is a simple amendment to the new statute to insert ""owner or"		none_parsed
AB 469 (Swanson), Chapter 655, Statutes of 2011 made numerous changes related to wage theft, employee wage		none_parsed
AB 481, Page practice: at the time an acceptance is mailed or		none_parsed
AB 493 will provide much-needed financial		none_parsed
AB 500 also infringes on the rights of those who reside with a		none_parsed
AB 51 would		none_parsed
AB 527 provides the state with an opportunity		none_parsed
AB 53 seeks to address this disparity and reverse the 20-year trend of military retirees leaving California to settle in		none_parsed
AB 540 was landmark legislation and SJR 9 celebrates its significance in shaping California higher education policy		none_parsed
AB 551 will significantly improve impaired driving data collection and analyses and can serve as a model for other		none_parsed
AB 554 is ripe for abuse by extremist groups which are fundamentally		none_parsed
AB 57 X1 Automobile Club of Southern California	Automobile Club of Southern California	parsed
AB 59, Page California Nurses Association	California Nurses Association	parsed
AB 591, Page Health Net	Health Net	parsed
AB 592 will provide critical		none_parsed
AB 600, Page Beverly Hills Bar Association	Beverly Hills Bar Association	parsed
AB 606 provides essential		none_parsed
AB 65 Program of Los Angeles Unified School District	Los Angeles Unified School District	parsed
AB 673 would carry out this recommendation and better help those on the front line serve and		none_parsed
AB 698 helps preserve union construction jobs and		none_parsed
AB 701 would increase		none_parsed
AB 717, as currently written, would protect the reputation and very		none_parsed
AB 723 provides a vital opportunity to ask our voters for a level of taxation		none_parsed
"AB 729 would abrogate the due process rights of teachers, and the phrase ""local governing board's adopted standards"" is too"		none_parsed
AB 760 will help		none_parsed
AB 765 would rectify this elimination of this essential right at trial		none_parsed
AB 772 builds upon this by providing a pathway to apply similar		none_parsed
AB 772 provides an important tool for schools to address these harms and		none_parsed
AB 775 would ensure that students have access to such		none_parsed
AB 778 (Mullin), Association of California Insurance Companies	Association of California Insurance Companies	parsed
AB 78, Page Association of California Life and Health Insurance Companies	Association of California Life and Health Insurance Companies	parsed
AB 782 is strongly opposed by the Judicial		none_parsed
AB 79 will		none_parsed
AB 8 does not account for Taft-Hartley joint labor-management trust funds, and that union employers who contribute to the trust funds, are already		none_parsed
